verb,verb_compound,morph_case,classification2,sentence_id,head_id,head_loc,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_time,is_alive,is_event,is_org,is_abstract
eksima,,in,UNK,14784185,23257171,10,detail,detailis,"Ott lisas , et ajakirjandus on eksinud vaid ühes detailis : kallaletungi hetkel ei olnud tema veres mitte 3 , 9 promilli alkoholi , vaid tunduvalt rohkem .",,,,no,"The phrase 'detailis' describes a particular aspect or element rather than referring to a physical location, so it is not an adverbial of place.",no,no,no,no,no
eksima,,in,UNK,18804875,28406948,5,vastus,vastuses,"Jah , oma eelmises vastuses ma eksisin selles mõttes , et Reformierakond oli teinud oma ettepanekud eelnõu eelmise redaktsiooni kohta ja vastavalt nendele paragrahvinumbritele , mis seal olid .",,,,no,"The phrase 'vastuses' refers to a concept ('answer') and not to a location, so it is not adverbial of place.",no,no,no,no,no
eksima,,in,UNK,69389,119366,1,mis,Milles,Milles briti lordid eksisid ?,,,,no,"The phrase 'Milles' asks for the context or matter in which something occurred, not a location, so it is not classified as an adverbial of place.",no,no,no,no,no
jooma,,el,loc,12845199,20546260,9,inglanna,inglannadest,"Kolmandal kohal on hollandlannad , kes joovad noortest inglannadest pea-aegu poole vähem .",,alive,,yes,"The phrase 'inglannadest' was classified as 'yes' because it indicates a group of people from a specific place (England), which refers to location-based context.",,,,,
jooma,,el,loc,7110525,11435879,10,rohupudel,rohupudelist,"Rutt sulgeb õudusega silmad , sest hunt joob vanaema rohupudelist ...",,,,yes,,,,,,
jooma,,el,loc,9127513,14674271,13,tops,topsist,Ja pikka aega järjest ei joo ka mingist teisest ühest ja samast topsist .,,,,yes,,,,,,
jooma,,el,loc,60616,104268,21,kaev,kaevust,"Hirm tuli siis , kui kanti ette , et seal ja seal sõitis keegi kodukootud miini otsa või jõi mürgitatud kaevust - muidugi , ohvitserid seletasid , et see oli lubamatu lohakus , TshP (  tshrezvõtshainoje proisshestvije  - erakorraline juhtum ) , sest üldiselt kulgeb operatsioon rahulikult ja peatselt tuleb sellel lõpp .",,location,,yes,,,,,,
jooma,,el,loc,3860979,6218370,72,rind,rinnast,"Nimekirja jõudsid küllaltki lapsik "" Tu madre tiene un bigote "" ( Su emal on vuntsid ) ja raskekoeline "" Anda la puta que te pari "" ( Mine tagasi prostituudi juurde , kes sind sünnitas ) , kuid mitte seda , mille eest oleks teda kindlasti Bernabeu staadionil ära lintšitud , nimelt "" Me cago en la leche que mamaste "" ( Ma situn sellesse piima , mida sa ema rinnast jõid ) .",,,,yes,"The phrase 'rinnast' specifies the source or origin (from the breast) and refers to a physical location, classifying it as an adverbial of place.",,,,,
jooma,,el,UNK,10147346,16280032,6,pärnaõis,pärnaõitest,"Jooge järjest kaks-kolm tassi teesegu pärnaõitest , leedripuumarjadest ja kummelist ning heitke tunniks ajaks voodisse paksu teki alla .",,,,no,"The phrase 'pärnaõitest' describes material or composition, not a physical location, hence it is not an adverbial of place.",no,no,no,no,no
jooma,,el,UNK,8916408,14332992,12,kristallklaas,kristallklaasidest,Otse meie takso kõrval parklas joob esinduslik seltskond valge Volga kapotil kristallklaasidest šampust .,,,,no,"The phrase 'kristallklaasidest' indicates the material of the glasses and not a location, so it is not an adverbial of place.",no,no,no,no,no
jooma,,el,UNK,3084426,4951260,38,väeti,väetist,"Siin peab teadma , et toimib ainult õige kogus sütt ja see on päris suur : 1 g sütt patsiendi kehakaalu iga kilo-grammi kohta ( näiteks 40 kg poisile , kes on kogemata joonud vales pudelis olnud väetist või mürki , tuleb anda 40 g sütt .",,,,no,"The phrase 'väetist' refers to an object (fertilizer) and not a place, so it is not an adverbial of place.",no,no,no,no,no
jooma,,el,UNK,919848,1465334,32,higi,higist,"Kogu ta lugu hakkab natuke tahumatus stiilis jutustama kõmupiltnik Rai , nahktagi ja tanksaabastega mees ( n.-ö "" naiivne jutustaja "" ) , kelle "" foto-graafisilmad "" ahnelt joovad maailma "" higist kuuma katkist tausta "" .",,,,no,"The phrase 'higist' describes a quality or state rather than a location, and therefore is not adverbial of place ('no').",no,no,no,no,no
jooma,,el,UNK,13208140,21129790,5,soolalahk,soolalahust,"Enne testi jõid naised soolalahust , mis oli 20 korda kangem kui tavaline spordijook , teises katses jõid nad testi eel naatriumilahust , mis oma koostiselt vastas tavalisele spordijoogile .",,,,no,"The phrase 'soolalahust' refers to a substance that was consumed, not a location, so it is not adverbial of place.",no,no,no,no,no
järgnema,,el,loc,6639476,10683823,6,Valka,Valkast,"Kaugushüppes järgnesid talle Ieva Vanaga Valkast ( 5.20 ) , Grete Udras ( 5.03 ) ja Kärt Rebane ( 4.79 ) .",,location,LOC,yes,"The phrase 'Valkast' refers to a location (Valka) where someone is from, so it is classified as an adverbial of place.",,,,,
järgnema,,el,loc,16119645,25022640,12,kontrollmaterjal,Kontrollmaterjalidest,” Seda ütleb riigikontrolör Hindrek Meri ja ta resümeerib : “ Kontrollmaterjalidest ei järgne vajadust Walter-August Teravaga sõlmitud töölepingu lõpetamiseks . ”,,,,yes,,,,,,
järgnema,,el,loc,10277018,16492868,14,jahtklubi,jahtklubist,Talle järgnesid tema kaksikvend Mart Toots ja Reiko Simm ( 14 ) Toila jahtklubist .,,location,,yes,,,,,,
järgnema,,el,loc,10781553,17270891,4,üleskutsutu,üleskutsututest,"Huvitav , kes üleskutsututest talle esimesena järgneb .",,,,yes,,,,,,
järgnema,,el,loc,4128506,6645488,16,Helsingi,Helsingist,"Sündmustest , mis leidsid aset Silja Symphony pardal 24. oktoobri õhtul ja järgnenud ööl teel Helsingist Stockholmi , eelistab Tallink vaikida .",,location,LOC,yes,,,,,,
järgnema,,el,UNK,1573070,2502663,18,olümpiavõitja,olümpiavõitjast,"Tallinna linnavolikogu istungitelt puudujate edetabelit juhib tänavu fraktsiooni Rahva Valik liige Aleksandr Beloussov , kellele järgneb kahekordsest olümpiavõitjast keskerakondlane Erika Salumäe ( pildil ) .",,alive,,no,"The phrase 'olümpiavõitjast' refers to a person and not a location, so it is not adverbial of place.",no,no,no,no,no
järgnema,,el,UNK,1440097,2291488,6,karjainstinkt,karjainstinktist,Hobune järgneb teise hobuse hüppele karjainstinktist aetuna .,,,,no,"The phrase 'karjainstinktist' refers to a cause or reason, not a location, so it is not an adverbial of place.",no,no,no,no,no
järgnema,,el,UNK,5358308,8595243,8,fakt,faktist,"Võibolla see polegi tähtis , sest pelgast faktist endast järgnevad veelgi positiivsemad loogilised järeldused , mis puudutavad Eestit kui üht esimest riiki , kus on riiklikul tasemel loodud nn mudelkodaniku konkreetse portree ; see omakorda võimaldab riigi ja ühiskonna märksa lihtsamat ja ökonoomsemat juhtimist-majandamist , kõigi huvide arvestamist .",,,,no,The phrase 'faktist' was classified as 'no' because it does not describe a location or direction related to place.,no,no,no,no,no
järgnema,,el,UNK,5990820,9614563,10,valmisolek,valmisolekust,President Arnold Rüütli saabumisele järgneb kaitseliidu ülema ettekanne presidendile valmisolekust võidupüha paraadiks .,,state,,no,"The phrase 'valmisolekust' was classified as 'no' because it describes a state or condition, not a location.",no,no,no,no,no
järgnema,,el,UNK,3937597,6341656,21,lähenemislaad,lähenemislaadist,"Pääoma , peaoma , omapäi , isepäi , päioma , iseoma ... "" Järgneb terve pikk heietus kantuna üllatavalt filoloogilisest lähenemislaadist .",,,,no,"The phrase 'lähenemislaadist' refers to a manner or approach rather than a physical place, so it is not adverbial of place.",no,no,no,no,no
jääma,,abl,loc,11006403,17628391,7,Toompea,Toompealt,Samuti ei jää tähelepanuta riigikogulaste laskumine Toompealt volikogusse .,,,ORG,yes,,,,,,
jääma,,abl,loc,1065929,1693895,3,kongressikülg,kongressikülgedelt,"Helsingin Sanomate kongressikülgedelt jääb mulje , et kohal on kolm Väga Tähtsat Rahvast .",,,,yes,,,,,,
jääma,,abl,loc,12413614,19875046,5,mentaalsus,mentaalsuselt,"Kui Ühendriigid oleksid oma mentaalsuselt jäänud iseseisvussõja või kodusõja aegadesse , ei oleks 20. sajand onu Sami sajand .",,,,no,"The word 'mentaalsuselt' refers to the abstract concept of mentality, which is not indicative of a physical location, so it is not an adverbial of place.",no,no,no,no,yes
jääma,,abl,loc,1699193,2704661,3,avaetapp,avaetapilt,Minul jäid avaetapilt need kolm silma saamata .,,,,yes,The phrase 'avaetapilt' is an adverbial of place because it denotes a specific location or point of origin (the opening stage).,,,,,
jääma,,abl,loc,6032194,9681197,3,reportaaž,reportaažilt,"Eesti-Valgevene korvpallimängu reportaažilt jäi kõrvu , et peatreener Kerde on igasugu andurid täis riputatud ning saates "" Pealtnägija "" selgub , kuidas üks ülitähtis mäng mehele mõjub .",,,,yes,"The phrase 'reportaažilt' means 'from the report' and specifies the origin or location of the information, making it an adverbial of place.",,,,,
jääma,,abl,UNK,1928394,3072752,6,sarm,sarmilt,Kuulus sopran ei jäänud oma sarmilt ega andelt sugugi alla natuke aega tagasi Jackie Brownina meie kinokülastajate südamed vallutanud näitlejannale .,,,,no,"The phrase 'sarmilt' is not an adverbial of place because it describes a characteristic or quality (charm), not a location.",no,no,no,no,no
jääma,,abl,UNK,1548420,2463806,8,kiirus,kiiruselt,"Äärtelt murti teravalt läbi , türklased jäid kiiruselt Marc Overmarsile ja Dennis Bergkampile alla .",,,,no,"The phrase 'kiiruselt' refers to comparison or quality rather than a place, so it is not classified as adverbial of place.",no,no,no,no,no
jääma,,abl,UNK,15619709,24373500,7,mahtuvus,mahtuvuselt,"Peaasi , et mõõtmetelt sobib ja mahtuvuselt väikseks ei jää .",,,,no,"The phrase 'mahtuvuselt' does not refer to a location, but rather to a property or characteristic, so it is not an adverbial of place.",no,no,no,no,no
jääma,,abl,UNK,12924527,20674401,4,elukallidus,elukalliduselt,"Tallinnast tahapoole jäid elukalliduselt näiteks Melbourne , Dubai , Washington , Toronto , Vancouver ja Er-Rijad .",,,,no,"The phrase 'elukalliduselt' is not adverbial of place because it describes a characteristic related to the cost of living, not a location.",no,no,no,no,no
jääma,,abl,UNK,2872333,4605625,1,paremusjärjestus,Paremusjärjestuselt,Paremusjärjestuselt teisele kohale jäi Baltic Tours ning kolmandale kohale GoTravel .,,,,no,"It was classified as 'no' because 'Paremusjärjestuselt' refers to an order or ranking, not a place.",no,no,no,no,no
kaaluma,,in,loc,7864351,12599455,11,numbrituba,numbritoas,"Tema toas on ainukesena jäetud vahetamata parkett , omanikud kaaluvad numbritoas 31 ka Dudajeviga seotud materjalide eksponeerimist .",,location,,yes,"The phrase 'numbritoas' specifies a location (in the room), which makes it an adverbial of place.",,,,,
kaaluma,,in,loc,9274743,14902045,5,pood,poodides,Kohilas OÜ Aurun Kaubanduse poodides olid kaalud taatlemata .,,,,yes,,,,,,
kaaluma,,in,loc,2141671,3421042,6,Kosovo,Kosovos,Teatavasti kaalub NATO seoses olukorraga Kosovos Jugoslaavia vastu võimalikke sõjalisi aktsioone .,,location,LOC,yes,"The phrase 'Kosovos' specifies the location ('in Kosovo') where the situation involving NATO actions is taking place, indicating place.",,,,,
kaaluma,,in,loc,591585,937528,11,pommirünnak,pommirünnakutes,"Clinton ütles pärast Tshernomõrdiniga kohtumist , et NATO kaalub pausi pommirünnakutes , kui see peaks aitama Kosovos toimuvatele repressioonidele lõppu teha .",,event,,yes,,,,,,
kaaluma,,in,loc,6152355,9875229,11,päästeamet,päästeametis,Rahandusministeeriumi nõutud kokkuhoiukava tõttu kaalub siseministeerium järgmisel aastal säästuprogrammi ka päästeametis .,,location,,yes,"The phrase 'päästeametis' specifies the location where an action or program is being considered, which qualifies it as adverbial of place.",,,,,
kaaluma,,in,UNK,10897769,17453585,5,tsiviilkord,tsiviilkorras,Halduri sõnul kaalub ta tsiviilkorras nõude esitamist GGI Eesti juhatuse liikmete vastu ettevõttele tekitatud kahjude hüvitamiseks .,,,,no,"The phrase 'tsiviilkorras' refers to the manner (civil procedure) in which something is carried out, not a location, and thus is not an adverbial of place.",no,no,no,no,no
kaaluma,,in,UNK,2175742,3476497,6,see,selles,"Parimad tulemused on tulnud just selles kaalus . """,,,,no,"The phrase 'selles' implicitly refers to a weight category, not an explicit location, thus it is not adverbial of place.",no,no,no,no,no
kaaluma,,in,UNK,965509,1537877,5,raskem,raskemas,""" Kontrollvõistlusel võib vabalt raskemas kaalus maadelda . """,,,,no,"The phrase 'raskemas' (heavier) describes a weight category rather than a physical location, so it is classified as not adverbial of place ('no').",no,no,no,no,no
kaaluma,,in,UNK,1429020,2273621,12,valm,valmides,""" Projektil on sein kaetud internetist kopitud grafitiga , kuid kino valmides kaalume võimalust lasta linna grafitimeistritel sein täis joonistada , "" ütles Kirsima .",,,,no,"The phrase 'valmides' refers to timing or temporal reference rather than location, so it is not adverbial of place.",no,no,no,no,no
kaaluma,,in,UNK,11577381,18538968,4,kunstiline,kunstilises,"Õigupoolest seda orkestrit kunstilises kaalus veel ei ole , kuid ta on mõneti praegu just sündimas .",,,,no,"The phrase 'kunstilises' refers to an abstract quality ('in artistic weight') rather than specifying a physical or spatial location, so it is not adverbial of place.",no,no,no,no,no
kalduma,,all,loc,7362320,11815922,19,lõbustuskoht,lõbustuskohtadele,"Esimest korda sai ta sellest teada just ühe mõistliku juhi enda käest , kes kohe , kui jutt lõbustuskohtadele kaldus , sõrme suule pani .",,location,,yes,,,,,,
kalduma,,all,loc,9814855,15747824,4,boheemlus,boheemlusele,Inimesena kaldub Krister boheemlusele .,,,,no,"The phrase 'boheemlusele' refers to a tendency or inclination, not a physical location, so it was not classified as an adverbial of place.",no,no,no,no,yes
kalduma,,all,loc,14176558,22535245,9,ajalugu,ajaloole,"Moskvas , ajakirjas Znamja , kaldus jutt Eesti ajaloole .",,,,yes,,,,,,
kalduma,,all,loc,9219849,14817379,21,toidutegemine,toidutegemisele,"Tänavuse Boccuse d'Ori võitja Terje Ness on olemuselt üsna tagasihoidlik , kuid niipea , kui meie jutt kaldub toidutegemisele , löövad ta silmad särama .",,,,no,"The phrase 'toidutegemisele' describes the topic or subject of the discussion rather than a specific physical location, so it is not an adverbial of place.",no,no,no,no,yes
kalduma,,all,loc,4643674,7462082,11,elu,elule,"Eesti naised arutasid igasuguseid variante , varsti kaldus jutt isiklikule elule ja uutele moetrendidele .",,,,yes,,,,,,
kalduma,,all,UNK,12789037,20458157,5,tähtsustamine,tähtsustamisele,"Teiselt poolt kalduvad perifeeria tähtsustamisele ka uuemad filosoofilised vaated , tundes järjest enam huvi asjade vastu , mida seni on peetud kõrvalisteks või vähetähtsateks .",,,,no,The phrase 'tähtsustamisele' was classified as 'no' because it refers to the act of emphasizing importance rather than indicating a place.,no,no,no,no,no
kalduma,,all,UNK,717722,1143452,6,langus,langusele,"Ent isegi kui nafta hind langusele kaldub , on kahtlane , et Eesti kütusehinnad aasta alguse tasemele tagasi kukuvad .",,,,no,"The phrase 'langusele' indicates a state or direction (decline) rather than a specific location, so it is not an adverbial of place.",no,no,no,no,no
kalduma,,all,UNK,17356896,26638206,5,magus,magusale,Vahepeal kaldub teema märkamatult magusale .,,,,no,"'magusale' was classified as 'no' because it describes a metaphorical or figurative quality, not a physical location.",no,no,no,no,no
kalduma,,all,UNK,4819162,7737873,27,järeleandmine,järeleandmistele,"See seletab ka , miks Washington kiitis heaks üheksa miljardi dollarilise IMF-i laenu Venemaale , vaatamata sellele , et Jeltsini valitsus näib kalduvat majanduslikult katastroofilistele populistlikele järeleandmistele oma populaarsuse tõstmiseks rahva hulgas .",,,,no,"The phrase 'järeleandmistele' refers to concessions or agreements ('to concessions') rather than a location, so it was classified as not adverbial of place.",no,no,no,no,no
kalduma,,all,UNK,13230025,21166877,9,kumbki,kummalegi,Esimene poolaeg oli närviline – vaekauss ei kaldunud kummalegi poole .,,,,no,"It was not classified as an adverbial of place because 'kummalegi' expresses an abstract direction or inclination, not a concrete place.",no,no,no,no,no
kasvama,,all,loc,7727211,12388839,9,mägikotkas,mägikotkastele,"Eelmisel aastal tundus kohati , et meie põhjanaabrite mägikotkastele on tõepoolest tiivad selga kasvanud - kuidas nad muidu nii sageli teistest kaugemale lendasid ?",,,,yes,,,,,,
kasvama,,all,loc,9441902,15161147,16,66%,66%le,Pärast reisiparvlaeva Vana Tallinn ostmist TH Ferrieselt mullu oktoobris kasvas Hansatee turuosa Tallinna-Helsingi liinil umbes 66%le .,,,,no,"The phrase '66%le' refers to a percentage and does not indicate a location, making it not an adverbial of place.",no,no,no,no,yes
