lemma|sentence_id|head_id|example_num|total_count|feats|case|number|proper|deprel|form|loc|loc_rel|parent_loc|pos|id_x|text|gpt_annotation
Patarei|16230052|25138872|2|5|in,prop,sg|in|sg|1|obl|Patareis|22|1||S|46204869|"Mäletan : meenus raskete päevade sõber , kes säärase lipu "" valmistamise ja heiskamise eest "" ( protokollikeel ) oli istunud Patareis ja Seevaldis ."|LOC
Patarei|2614165|4194449|3|5|in,prop,sg|in|sg|1|obl|Patareis|10|1||S|7854743|Projektijuht Andrus Villem lubab , et sel aastal pulbitseb Patareis varasemast elavam ja mitmekesisem elu .|LOC
Patarei|14306218|22711776|4|5|in,prop,sg|in|sg|1|obl|Patareis|3|-2||S|42012969|8 . märtsil Patareis oma 40 . sünnipäeva tähistanud Viktor Deništšik võeti oma maaklerist konkurendi mõrva tellimises süüdistatuna vahi alla 11 . augustil 1995 .|LOC
Patarei|8191508|13147813|5|5|in,prop,sg|in|sg|1|obl|Patareis|4|-1||S|24404887|Kui esimest korda Patareis olin , löödi mul esihambad välja ja sain nuga .|LOC
VAAP|8302835|13309535|1|5|all,nominal,sg|all|sg|0|obl|VAAPile|21|4||Y|24691234|Ühise koostööprojekti järgi tohib Sikorski müüa Läänes Nõukogude Liidu territooriumil loovate heliloojate teoseid ja annab selle õiguse eest poole tuludest VAAPile tagasi .|NONE
VAAP|1144290|1818349|2|5|all,nominal,sg|all|sg|0|obl|VAAPile|21|4||Y|3357989|Ühise koostööprojekti järgi tohib Sikorski müüa Läänes Nõukogude Liidu territooriumil loovate heliloojate teoseid ja annab selle õiguse eest poole tuludest VAAPile tagasi .|NONE
VAAP|9345015|15009671|3|5|abl,nominal,sg|abl|sg|0|obl|VAAPilt|6|1||Y|27780537|Saksamaal asuv Sikorsky kirjastus ostis VAAPilt kõik õigused levitada eesti heliloojate teoseid , kusjuures autoritelt ei küsitud mingit luba .|NONE
VAAP|69304|119234|4|5|all,nominal,sg|all|sg|0|obl|VAAP-ile|8|1||Y|216294|Presidendi elulugu tõestab , et ta võlgneb VAAP-ile ja Jevg .|NONE
VAAP|69290|119214|5|5|all,nominal,sg|all|sg|0|obl|VAAP-ile|7|1||Y|216260|Vastuluurega tegelnud KGB 5. peavalitsus vaatas VAAP-ile kui suurepärasele võimalusele pugeda ligi loomingulistele inimestele , väidab Grig .|NONE
alavesi|5741017|9207980|1|5|all,com,pl|all|pl|0|obl|Alavesile|11|1||S|17225218|Lõpptulemus 5 : 1 aga andis esimest korda euroväljakutele pääsenud Alavesile soliidse edumaa , millest meeskonna peatreener Jose Manuel Esnal suurde joovastusse ei sattunud .|LOC
alavesi|4655358|7481016|2|5|com,el,pl|el|pl|0|obl|Alavesist|23|3||S|13959376|CF Valencia võitis John Carewi ( pildil paremal ) väravaga 1 : 0 Santanderi ja Reali jaks käis 3 : 1 üle Alavesist .|LOC
alavesi|3934353|6336409|3|5|com,el,pl|el|pl|0|obl|Alavesist|18|3||S|11834697|Vaid ühe punkti kaugusel esikolmikust on Pamplona Osasuna , kes viimati sai võõrsil 2 : 1 jagu Alavesist , teatas sportnet.ee.|NONE
alavesi|13584635|21722018|4|5|com,el,pl|el|pl|0|obl|Alavesist|27|1||S|40194299|Narvast pärit Valeri Karpini meeskond Vigo Celta alistas Oviedo 6 : 2 ( Karpin lõi ühe värava ja andis ühe resultatiivse söödu ) , Barcelona sai Alavesist jagu 7 : 1 .|NONE
alavesi|13206359|21126812|5|5|all,com,pl|all|pl|0|obl|Alavesile|8|3||S|39077552|Hispaania meistrivõistlustel kaotas tiitlikaitsja FC Barcelona koduväljakul Alavesile .|NONE
biokeskus|122505|205233|1|5|com,in,sg|in|sg|0|obl|Biokeskuses|10|4||S|372459|Viimased neli aastat tegutsevad nad aga koos ühises Viikki Biokeskuses ning tulu on ilmne .|LOC
biokeskus|1191633|1894452|2|5|com,in,sg|in|sg|0|obl|Biokeskuses|6|1||S|3502260|Akadeemik Richard Villems istub Tartu Biokeskuses oma laua taga ning topib piipu järjekordse portsu tubakat .|LOC
biokeskus|5868004|9418131|3|5|com,el,sg|el|sg|0|obl|Biokeskusest|20|3||S|17616944|""" Nende hõimude juurde minemiseks oleks isegi India kodanikuna eriluba vaja , "" selgitab olukorda geneetik Toomas Kivisild Eesti Biokeskusest ."|LOC
biokeskus|3122975|5015337|4|5|com,ill,sg|ill|sg|0|obl|Biokeskusesse|10|1||S|9400720|"Kui hakati otsima "" Eesti Nokiat "" , haistsid Biokeskusesse ja selle ümber koondunud geeniuurijad oma võimalust ."|LOC
biokeskus|5991080|9615085|5|5|com,el,sg|el|sg|0|obl|Biokeskusest|21|2||S|17985572|""" Biotehnoloogiakeskus on müünud 11 genoomiuuringute aparaati , üks selline maksab oma miljon krooni , "" ütles Andres Metspalu Eesti Biokeskusest ."|LOC
dj|18623401|28174094|1|5|el,nominal,sg|el|sg|0|obl|dj-st|9|1||Y|51150232|prantsuse « bänd , » mis koosneb neljast dj-st .|NONE
dj|20613456|29683952|2|5|all,nominal,sg|all|sg|0|obl|dj-le|6|1||Y|53452680|demori: << saadab dj-le .. ravikalli .. :P|NONE
dj|20756810|29754118|3|5|el,nominal,sg|el|sg|0|obl|dj-st|8|1||Y|53556716|jessicaz: shandy kle aga sa tead dj-st midagi we|NONE
dj|19730148|29257171|4|5|all,nominal,sg|all|sg|0|obl|dj -le|3|-1||Y|52794873|torso: dj -le meeldivad surnud lapsed|NONE
dj|20639434|29697911|5|5|in,nominal,sg|in|sg|0|obl|dj-s|6|1||Y|53473373|shadow: digi sealtr saab dj-s muusikat ..|NONE
kalarand|9087438|14612133|1|5|all,com,sg|all|sg|0|obl|Kalarannale|1|-1||S|27064514|Kalarannale kuulub ligi kuue hektari suurune magus maatükk Tallinna linnahalli ja Patarei vangla vahel .|LOC
kalarand|8359096|13395043|2|5|com,in,sg|in|sg|0|obl|Kalarannas|31|4||S|24842466|Meenutagem ajalugu : “ Orzeli ” minnalaskmine , “ Metallisti ” nn. uputamine , punalaevastiku eskaadri “ demonstratsioonesinemine ” Tallinna reidil 1939. aasta sügisel ( viimast jälgisin ise isa käekõrval Kalarannas koos sadade murelike tallinlastega ) .|LOC
kalarand|8914330|14329717|3|5|com,in,sg|in|sg|0|obl|kalarannas|2|1||S|26538737|Käisin kalarannas kassile värsket vaatamas .|LOC
kalarand|4805679|7716933|4|5|all,com,sg|all|sg|0|obl|Kalarannale|1|-1||S|14405984|Kalarannale kuulub ligi kuue hektari suurune magus maatükk Tallinna linnahalli ja Patarei vangla vahel .|LOC
kalarand|9590475|15393160|5|5|com,el,sg|el|sg|0|obl|kalarannast|9|3||S|28464573|Kui Tiina oli väike , tõi ema Kloogal kalarannast kala , pead ja sisikonnad andis tütrele sorkida .|LOC
kassaruum|9479159|15217845|1|5|com,in,sg|in|sg|0|obl|kassaruumis|11|1||S|28151688|Kurjategijad lõhkusid politseimaja kolmandal korrusel seina sisse augu , puurisid kassaruumis seifi lahti ning võtsid sealt 72 000 krooni .|LOC
kassaruum|10304505|16537401|2|5|com,in,sg|in|sg|0|obl|kassaruumis|5|2||S|30542727|Prefekti sõnul puudusid aga kassaruumis igasugused turvaseadmed .|LOC
kassaruum|6682827|10751573|3|5|com,in,sg|in|sg|0|obl|kassaruumis|6|2||S|20085481|Tegelikult kehtib karm kord juba kassaruumis , kus tablool seisvad reitingud määravad , millises vanuses on mingi film ette nähtud , ja väldivad märksa plahvatusohlikumaid olukordi kui piletita sisselipsamine .|LOC
kassaruum|11244088|18018065|4|5|com,in,sg|in|sg|0|obl|kassaruumis|5|-2||S|33226335|Ent näiteks väikese maja kassaruumis ei kutsunud eile kultuuripäevadele ükski reklaamplakat .|LOC
kassaruum|11082612|17752879|5|5|com,el,sg|el|sg|0|obl|kassaruumist|7|2||S|32739789|Politseiameti pressiesindaja sõnul võtsid murdvargad politsei kassaruumist kaasa 50 000 krooni .|LOC
laulukool|11759635|18819051|1|5|com,in,sg|in|sg|0|obl|laulukoolis|6|2||S|34732955|Kaks aastat õppisin Moskvas Gnessinite-nimelises laulukoolis estraadi- ja džässlaulu erialal .|LOC
laulukool|3678478|5923726|2|5|com,in,sg|in|sg|0|obl|laulukoolis|7|2||S|11072153|Pöördeliseks said õpingud Milano La Scala laulukoolis , sest tema erakordselt suur ja võimalusterikas hääl võlus ära isegi maailmakuulsa Renata Tebaldi , kes haruharva võttis endale õpilasi .|LOC
laulukool|1143625|1817296|3|5|com,in,sg|in|sg|0|obl|laulukoolis|20|1||S|3356008|Kui tänane abiturient õppis tähed-numbrid selgeks kodus või lasteaia vanemas rühmas , siis tema noorimad kaaslased on käinud beebide laulukoolis , mudilaste inglise keele ringis ja päriskooli ettevalmistusklassis .|LOC
laulukool|11287661|18090070|4|5|com,in,sg|in|sg|0|obl|laulukoolis|11|-1||S|33360995|Kui veel laulmisest rääkida , siis loomulikult pole me kumbki laulukoolis käinud .|LOC
laulukool|3432895|5526299|5|5|com,in,sg|in|sg|0|obl|laulukoolis|7|2||S|10340576|Pöördeliseks said õpingud Milano La Scala laulukoolis , sest tema erakordselt suur ja võimalusterikas hääl võlus ära isegi maailmakuulsa Renata Tebaldi , kes haruharva võttis endale õpilasi .|LOC
leivatootmine|9813920|15746109|1|5|com,el,sg|el|sg|0|obl|leivatootmisest|4|1||S|29089009|Samas teavad Loki leivatootmisest ka riigiametnikud .|NONE
leivatootmine|9813905|15746082|2|5|com,ill,sg|ill|sg|0|obl|leivatootmisesse|12|1||S|29088938|Loki viga on Rannamäe arvates see , et ta tegi investeeringu leivatootmisesse enne , kui oli saanud kõik vajalikud load .|NONE
leivatootmine|13378565|21400981|3|5|com,in,sg|in|sg|0|obl|leivatootmises|4|-1||S|39593826|Päris revolutsioonilise murrangu leivatootmises tõi iseseisvumine .|NONE
leivatootmine|776396|1238314|4|5|com,in,sg|in|sg|0|obl|leivatootmises|10|-1||S|2251158|Kõiki inimesi kütuse kallinemine ei puuduta , sest nii leivatootmises kui ka bussiliikluses käib firmade vahel nõnda tihe rebimine , et hindu ei saa tõsta .|NONE
leivatootmine|3199502|5139100|5|5|com,in,sg|in|sg|0|obl|leivatootmises|5|1||S|9630637|Palju elektrit kulub näiteks leivatootmises .|NONE
näitlejatee|14971186|23485884|1|5|ad,com,sg|ad|sg|0|obl|näitlejateel|11|-5||S|43374625|Aga metslooma jõuga , ütleb Gutman , kes oma pikal näitlejateel pole lavapartnerlust loomaga varem kogenud .|NONE
näitlejatee|13976985|22250206|2|5|all,com,sg|all|sg|0|obl|näitlejateele|4|-1||S|41164296|Kumbki poiss pole näitlejateele astunud - see oli isa soov .|NONE
näitlejatee|11525179|18457464|3|5|all,com,sg|all|sg|0|obl|näitlejateele|13|1||S|34050060|Olümpiaadil tulin võitjaks koguni kaks aastat järjest , see aitas minu edasisele näitlejateele tublisti kaasa .|NONE
näitlejatee|32244|55353|4|5|ad,com,sg|ad|sg|0|obl|näitlejateel|3|-3||S|100475|Oma pikal näitlejateel on ta mänginud ohtralt bimbosid ja vampe .|NONE
näitlejatee|4694835|7544145|5|5|ad,com,sg|ad|sg|0|obl|näitlejateel|4|1||S|14079945|Ometi mõjub oma näitlejateel täiesti uut moodi rolli teinud Saaremäe dramaatilisemalt .|NONE
püsitöö|10834765|17352990|1|5|ad,com,sg|ad|sg|0|obl|püsitööl|5|2||S|32012211|Perekondades käivad vaid naised püsitööl , Pärnu vallikraavis sõidavad stressirohkest kapitalikogumisest ülekaalulised eesti mehed oma miljonikroonise merekaatriga edasi-tagasi , nii et kraav seejärel suisa kuiv on .|NONE
püsitöö|9476077|15212842|2|5|all,com,sg|all|sg|0|obl|püsitööle|6|-1||S|28142817|Millal ja kus ta edaspidi püsitööle hakkab , ei osanud Mugur veel öelda .|NONE
püsitöö|6525015|10495945|3|5|all,com,sg|all|sg|0|obl|püsitööle|10|2||S|19615834|Kivimurd on üks nende hulgast , kes sõidavad Iirimaale püsitööle .|NONE
püsitöö|6464519|10394801|4|5|all,com,sg|all|sg|0|obl|püsitööle|20|3||S|19429354|Mais alanud ja jaanipäeval lõppenud konkurss hõlmas kõiki kümmet tulevast uut liikmesriiki , kust Euroopa Komisjon värbab üleminekuperioodi vältel püsitööle kokku 3441 uut töötajat , sealhulgas Eestist 117 inimest , neist 110 madalama astme ametnikku .|NONE
püsitöö|3438564|5535701|5|5|all,com,sg|all|sg|0|obl|püsitööle|23|3||S|10357588|""" Sotsiaalmajas on nagu päris töökoht , "" sõnas Vello , kuid lisab kibestunult , et temasugust pensionieelikut ei võta enam keegi püsitööle ."|NONE
raatus|20030807|29414520|1|5|com,ill,sg|ill|sg|0|obl|raatusesse|8|2||S|53050578|plika_tartust: kuule yhte gymnaasiumisse ikke :P raatusesse :P|LOC
raatus|8998673|14468006|2|5|com,ill,sg|ill|sg|0|obl|Raatusesse|40|2||S|26794730|Raatuse galerii väljakuulutatud “ traditsionalism ” võib osutuda lõksuks nii potenstiaalsele publikule kui ka arvustajale - tegelikult on Mai Levin näituse koostajana eksponeerinud elurõõmsa koosluse autoritelt , kes ise soovisid esineda just sellise ühisnimetaja all ja tõid maalid otse Raatusesse .|LOC
raatus|6584380|10594422|3|5|com,in,sg|in|sg|0|obl|Raatuses|6|-1||S|19797383|Meenutame heldimusega viis aastat tagasi Raatuses toimunud kõige esimest Aledoia näitust .|LOC
raatus|20952906|29842609|4|5|ad,com,sg|ad|sg|0|obl|Raatusel|9|1||S|53685158|Lord_Rim: Esta teie juures jah ... käisin Raatusel|LOC
raatus|10320197|16560417|5|5|com,el,sg|el|sg|0|obl|Raatusest|13|1||S|30584634|Tagasi Postimehe toimetusse sõitis juht kõigepealt Jaama tänavast Puiestee tänavasse , keeras Raatusest alla ja siis üle Võidu silla , mööda Vabaduse puiesteed , Mungast vasakule ja olimegi kohal .|NONE
randmeoperatsioon|8845054|14210126|1|5|com,el,sg|el|sg|0|obl|Randmeoperatsioonist|1|-1||S|26313696|Randmeoperatsioonist taastunud puurivaht tõrjus penalti|NONE
randmeoperatsioon|6476510|10414636|2|5|com,el,sg|el|sg|0|obl|randmeoperatsioonist|14|1||S|19465582|""" Tema meeskonnakaaslane Kimi Räikkönen testidel veel ei osale , sest alles toibub randmeoperatsioonist ."|NONE
randmeoperatsioon|8835558|14193796|3|5|ad,com,sg|ad|sg|0|obl|randmeoperatsioonil|2|-1||S|26282896|Artroskoopilisel randmeoperatsioonil käinud Eesti jalgpallikoondise ja Inglismaa klubi Derby County väravavaht Mart Poom ( pildil ) tunneb ennast lõikuse järel hästi , kuigi peab eelolevad kaks nädalat harjutama kipsis käega .|NONE
randmeoperatsioon|8869581|14250838|4|5|com,el,sg|el|sg|0|obl|randmeoperatsioonist|12|1||S|26390099|Kaks aastat tagasi jalgrattasõidu MM-võistlustel juunioride pronksmedali võitnud Margus Salumets taastub randmeoperatsioonist , eile tegi ta oma Prantsusmaa klubis Vendee U esimese lõikusjärgse treeningu .|NONE
randmeoperatsioon|13871891|22120028|5|5|ad,com,sg|ad|sg|0|obl|randmeoperatsioonil|6|3||S|40928258|Clijsters käis 2004. aasta algul randmeoperatsioonil ning jättis enamiku hooajast vahele , ent tänavu on ta naasnud tugevana ja vastupidavana .|NONE
suusapäev|11733686|18777849|1|5|ad,com,pl|ad|pl|0|obl|suusapäevadel|6|3||S|34655811|Varasematel aastatel käisime tihti Kagu-Eestis suusapäevadel .|NONE
suusapäev|1079498|1716040|2|5|com,el,sg|el|sg|0|obl|suusapäevast|6|1||S|3163397|Presidendi pressiesindaja Epp Alatalu kirjutab suusapäevast koolis .|NONE
suusapäev|12806989|20487319|3|5|ad,com,sg|ad|sg|0|obl|suusapäeval|11|1||S|37870224|Tallinna reaalkoolist lasti lahti kehalise kasvatuse õpetaja , kes tarvitas suusapäeval koos 9. klassi õpilastega alkoholi .|NONE
suusapäev|5214986|8366118|4|5|ad,com,pl|ad|pl|0|obl|suusapäevadel|6|3||S|15635980|Varasematel aastatel käisime tihti Kagu-Eestis suusapäevadel .|NONE
suusapäev|16428669|25378582|5|5|ad,com,sg|ad|sg|0|obl|suusapäeval|17|1||S|46611492|ma tahan , et ma ei hooliks sellistest asjadest , nagu et , kas ma saan suusapäeval korralikult hakkama või mitte .|NONE
sõidukirool|5421081|8693784|1|5|com,in,sg|in|sg|0|obl|Sõidukiroolis|1|-1||S|16255745|Sõidukiroolis istus Pajuviidik .|LOC
sõidukirool|12948668|20714440|2|5|com,in,sg|in|sg|0|obl|sõidukiroolis|19|1||S|38300468|« Seadusega pahuksis olnud veokijuhtidest rikkusid 24 töö- ja puhkeaja seadust ehk pea iga 20. juht olid veetnud sõidukiroolis seadusega lubatust kauem aega , » ütles Salus .|LOC
sõidukirool|4210574|6775844|3|5|com,el,sg|el|sg|0|obl|sõidukiroolist|8|1||S|12651447|Julgestuspolitsei liiklusjärelevalve üksus on sel aastal tabanud sõidukiroolist 178 joobes autojuhti .|LOC
sõidukirool|6533831|10510262|4|5|com,el,sg|el|sg|0|obl|sõidukiroolist|4|2||S|19642094|Samuti kõrvaldas politsei sõidukiroolist 68 kiiruseületajat , avalikest kohtadest tabas politsei 144 joobes alaealist .|LOC
sõidukirool|6533830|10510259|5|5|com,el,sg|el|sg|0|obl|sõidukiroolist|16|2||S|19642089|TALLINN , 24. juuni ( EPLO ) - Jaaniööl ja sellele eelnenud päeval tabas politsei sõidukiroolist 122 joobes juhti , mis on rohkem kui tavalistel öödel .|NONE
Rhodose|10475559|16798822|1|6|ad,prop,sg|ad|sg|1|obl|Rhodosel|1|-2||S|31016092|Rhodosel koos olnud Lääne-Euroopa Liidu konverents otsustas tugevdada kontrolli Albaania piiridel .|LOC
Rhodose|11859627|18979434|2|6|ad,prop,sg|ad|sg|1|obl|Rhodosel|16|2||S|35037673|Kais/Vesik pääsesid 32 parema hulka teist etappi järjest , eelmisel korral said nad Rhodosel 25. koha .|LOC
Rhodose|13607159|21757690|3|6|all,prop,sg|all|sg|1|obl|Rhodosele|6|3||S|40261852|Noorele neiule kingivad vanemad koolilõpureisi Rhodosele .|LOC
Rhodose|4100304|6599387|4|6|abl,prop,sg|abl|sg|1|obl|Rhodoselt|25|4||S|12323194|"Kui Eino Tambergi tänane tähtpäev möödub vaikselt , siis oli ja on tema sünnipäeva ümber ilusaid sündmusi : "" äsja tulime abikaasaga nädalaselt puhkuselt Rhodoselt ."|LOC
Rhodose|681349|1083472|5|6|ad,prop,sg|ad|sg|1|obl|Rhodosel|7|4||S|1954768|Schyman viibis nädalavahetusel koos Soome YLE-TV-ga Rhodosel ning oli tagasiteel lennuki pardal tugevas joobes .|LOC
ehitusteaduskond|4041167|6504626|1|6|com,in,sg|in|sg|0|obl|ehitusteaduskonnas|4|1||S|12147064|Kui varem õppis ehitusteaduskonnas poolesaja meestudengi kõrval vaid üks tüdruk , siis mõni aasta hiljem tüdrukute arv mitmekordistus .|LOC
ehitusteaduskond|5244242|8413794|2|6|com,in,sg|in|sg|0|obl|ehitusteaduskonnas|12|2||S|15724056|Ta lõpetas 1982. aastal Räpina keskkooli ning jätkas õpinguid Tallinna Tehnikaülikooli ehitusteaduskonnas , teatas ETAle kaitsejõudude peastaabi pressiesindaja .|LOC
ehitusteaduskond|1538103|2447567|3|6|com,in,sg|in|sg|0|obl|ehitusteaduskonnas|9|3||S|4556671|28. novembril toimub konverents transporditeaduskonnas ja 29. novembril ehitusteaduskonnas .|LOC
ehitusteaduskond|2770255|4442505|4|6|com,in,sg|in|sg|0|obl|ehitusteaduskonnas|6|2||S|8327091|Tallinna tehnikaülikool avas tänavu magistriõppe ehitusteaduskonnas kolm uut eriala : keskkonnatehnika , tööstus- ja tsiviilehitus ning transpordiehitus .|NONE
ehitusteaduskond|4302362|6921850|5|6|com,in,sg|in|sg|0|obl|ehitusteaduskonnas|3|1||S|12920834|Õppinud TPI ehitusteaduskonnas ja ERKI arhitektuuriteaduskonnas|LOC
jooksulint|2646501|4246693|1|6|ad,com,sg|ad|sg|0|obl|jooksulindil|15|1||S|7954355|Sellise tulemuseni jõudmiseks võrdlesid teadlased inimeste ja šimpanside kulutatud energiat , kui katsealused kõndisid jooksulindil .|LOC
jooksulint|14504344|22936910|2|6|ad,com,sg|ad|sg|0|obl|jooksulindil|6|3||S|42420795|Jaak Mae sibas eile Tartus jooksulindil .|LOC
jooksulint|2646504|4246695|3|6|all,com,sg|all|sg|0|obl|jooksulindile|8|-1||S|7954358|Lisaks tuvastati , kui suurt jõudu nad jooksulindile avaldasid , mis võimaldas kalkuleerida , kui palju energiat nad kulutasid musklitele .|LOC
jooksulint|11893085|19032090|4|6|ad,com,sg|ad|sg|0|obl|jooksulindil|16|2||S|35137292|« Oprah piiras saia , riisi , pasta ja suhkru söömist ning treenis iga päev jooksulindil , » sõnas staari personaaltreener .|LOC
jooksulint|16648445|25625453|5|6|ad,com,sg|ad|sg|0|obl|jooksulindil|3|1||S|47022770|Üldjuhul teen jooksulindil parajalt sörki ning siis erinevaid hantliharjutusi .|NONE
kanada|14577181|23023512|1|6|com,in,sg|in|sg|0|obl|kanadas|18|-5||S|42566769|Kui euroaasta saabub Kõik rahakotis laabub Maist riigipiirid valla Ja ilmarännak algab Kui tase ameerikas Ja lilleke kanadas Siis peagi invasioon Eesti läände toob Oli meil asumaa Siberis Nüüd supleme Tiberis Iirimaal kalkuneid kitkume Ja vene orjapõlve itkume Kuid oleme Balti leopard Peagi ümber kuld ja kard Siis käes on majandusime Meie Nokiaid näeb ka pime|LOC
kanada|20679988|29717478|2|6|com,in,sg|in|sg|0|obl|kanadas|11|3||S|53504550|Voldemar: nu ytle kes käisid see aasta noorte mmil kanadas ?|LOC
kanada|21388430|30061887|3|6|com,in,sg|in|sg|0|obl|kanadas|6|-2||S|54023700|belief: kuidas sul seal kanadas üldse läks ?|LOC
kanada|14009886|22303094|4|6|com,in,sg|in|sg|0|obl|kanadas|4|1||S|41263862|NHLi tööseisak tekitab kanadas probleeme nii fännidele kui jäähokist kirjutavatele ajakirjanikele .|LOC
kanada|16646392|25622246|5|6|all,com,sg|all|sg|0|obl|kanadale|19|1||S|47016931|Mina olen rahul , ma loodan , et nüüd ka soomlased ( peale esimest matsu , et kaotasid kanadale ) .|NONE
lastehommik|9981678|16011184|1|6|all,com,sg|all|sg|0|obl|lastehommikule|6|2||S|29569538|Järgmisel hommikul loen müürilehte muusikalisele lastehommikule “ Googol-Moogol ” .|NONE
lastehommik|6989256|11228415|2|6|all,com,sg|all|sg|0|obl|lastehommikule|6|-1||S|20942807|Kes teisel päeval Valga kultuurikeskusse lastehommikule tuli , sai päkapikk Maimult küünla , sellele tule ja jõulusoovi .|NONE
lastehommik|2181902|3486699|3|6|all,com,pl|all|pl|0|obl|lastehommikutele|4|-1||S|6527009|Kadrioru lossi laupäevastele lastehommikutele on vaja pikemaajalist broneeringut .|NONE
lastehommik|4325494|6958670|4|6|all,com,sg|all|sg|0|obl|lastehommikule|26|3||S|12989366|"TALLINN , 2. jaanuar ( EPLO ) - 7. jaanuaril ootavad Kadrioru kunstimuuseumi lossidaamid 5-11 aastaseid mängu- ja teadmishimulisi lapsi alanud aasta esimesele lastehommikule "" Nutikad nõud "" ."|NONE
